"Timestamp","How much did you LIKE the previous page? (Be honest!)","How SURPRISING did the statistics feel to you? (regardless if you dis/liked the presentation style)","From 1910–2015, what was the % change in extreme poverty? (if decrease, type negative number)","From 1990–2016, what was the % change in air particle pollution? (if decrease, type negative number)","In 2016, what % of deaths were from homicide + war + terrorism combined?","In 2016, what % of world had at least one mental/substance disorder?","In 2016, what % of deaths were from heart disease?","From 1986–2014, what was the % change in nuclear warheads? (if decrease, type negative number)","From 1990–2016, what was the % change in the suicide death rate? (if decrease, type negative number)","In 2015, what % of people lived in a democracy?","From 1950–2015, what was the % change in the world's fertility rate? (if decrease, type negative number)","From 1959–2016, what was the % change in CO2 emissions? (if decrease, type negative number)","What's your age? (OPTIONAL)","What's your gender? (OPTIONAL)","What's the highest level of academic schooling you've completed so far? (OPTIONAL)"
"2019/01/10 3:48:58 PM EST","5","8","-76","-50","1","16","33","-84","-33","56","24","20","19","Male","2-year college degree (Associate's)"
"2019/01/10 3:49:03 PM EST","7","6","-70","35","1","20","35","-78","-30","55","-30","300","16","Male","High school/Secondary school/GED"
"2019/01/10 3:53:32 PM EST","8","4","-80","25","1","15","45","-80","-30","60","-80","300","44","Male","Master's degree"
"2019/01/10 3:58:25 PM EST","10","7","","","","","","","","","","","","","4-year college degree (Bachelor's)"
"2019/01/10 3:58:27 PM EST","7","7","-90","+200","1","30","30","-80","-10","60","15","+200","22","Male","High school/Secondary school/GED"
"2019/01/10 4:00:28 PM EST","10","7","-88","20","1","10","20","-88","-50","55","-50","300","19","Male","High school/Secondary school/GED"
"2019/01/10 4:02:08 PM EST","10","6","-40","22","1","16","30","-88","-30","50","-55","300","34","Female","PhD or other advanced professional degree"
"2019/01/10 4:03:03 PM EST","8","3","-83","25","1","15","32","-84","-33","56","-52","350","37","male","Master's degree"
"2019/01/10 4:04:23 PM EST","7","7","81","80","1","15","32","-80","-30 ","56","-56","302","31","Male","PhD or other advanced professional degree"
"2019/01/10 4:07:06 PM EST","4","7","-80","30","10","25","32","-88","-33","70","-30","25","34","male","4-year college degree (Bachelor's)"
"2019/01/10 4:07:55 PM EST","5","7","-30","+25","1","25","25","-88","-33","53","-50","+70","39","m","Master's degree"
"2019/01/10 4:08:20 PM EST","8","8","-88","88","1","15","32","-84","-51","56","-51","302","38","f","Master's degree"
"2019/01/10 4:08:56 PM EST","6","6","-40","25","1","15","35","-70","-25","55","-25","400","44","Male","Master's degree"
"2019/01/10 4:08:57 PM EST","8","8","-86","80","1","15","15","-80","-50","80","-85","368","18","Male","4-year college degree (Bachelor's)"
"2019/01/10 4:09:54 PM EST","2","8","-82","88","1","20","32","-54","-24","51","51","88","","",""
"2019/01/10 4:11:37 PM EST","4","5","-88","100","1","20","33","-20","-33","56","-25","200","","","PhD or other advanced professional degree"
"2019/01/10 4:15:50 PM EST","10","8","-90","+100","1","15","32","-80","-20","56","-51","+300","19","female","High school/Secondary school/GED"
"2019/01/10 4:23:13 PM EST","2","4","-84","200","1","22","4","88","-33","56","-40","43","25","Other","2-year college degree (Associate's)"
"2019/01/10 4:28:58 PM EST","7","6","-85","25","1","15","32","-88","-24","54","-51","324","18","","Grade school/Primary school"
"2019/01/10 4:31:06 PM EST","5","8","-80","10","1","15","30","-50","-80","50","-30","80","25","","2-year college degree (Associate's)"
"2019/01/10 4:33:45 PM EST","4","6","-88","302","1","15","23","-88","-33","56","-51","150","28","","Master's degree"
"2019/01/10 4:37:35 PM EST","8","6","88","32","1","25","36","84","30","56","-56","302","45","male","High school/Secondary school/GED"
"2019/01/10 4:41:30 PM EST","8","7","-40","15","1","25","48","-88","-20","56","-30","302","17","Male","Grade school/Primary school"
"2019/01/10 4:47:14 PM EST","9","9","-88","35","1","12","33","-42","-20","60","-50","302","45","female","Master's degree"
"2019/01/10 4:48:32 PM EST","8","9","-30","30","10","15","25","-80","-10","60","-30","35","55","Male","4-year college degree (Bachelor's)"
"2019/01/10 4:52:04 PM EST","8","8","-25","25","1","0","31","-33","-33","53","-31","1","30","Male","4-year college degree (Bachelor's)"
"2019/01/10 4:52:25 PM EST","8","7","-88","43","4","32","31","-84","-28","56","-51","302","34","Male","4-year college degree (Bachelor's)"
"2019/01/10 4:56:46 PM EST","7","2","-56","56","1","24","34","-84","30","51","-50","304","16","Male","Grade school/Primary school"
"2019/01/10 4:59:30 PM EST","7","7","-70","80","1","5","56","-85","-83","56","-50","85","48","M","Master's degree"
"2019/01/10 5:02:14 PM EST","7","4","-80","60","1","22","33","-80","-40","55","-50","300","22","male","High school/Secondary school/GED"
"2019/01/10 5:02:24 PM EST","8","5","-80","304","1","15","32","-70","-33","55","-56","302","29","Male","Master's degree"
"2019/01/10 5:05:07 PM EST","9","7","-70","80","1","20","20","-70","-30","50","-40","340","19","Male","None / Don't know / Rather not say"
"2019/01/10 5:08:33 PM EST","7","8","","","","","","","","","","","","",""
"2019/01/10 5:14:12 PM EST","10","5","-88","60","1","20","36","-88","-78","56","-25","301","24","","Master's degree"
"2019/01/10 5:17:17 PM EST","7","4","-70","33","1","20","20","-60","-30","66","-20","300","21","male","High school/Secondary school/GED"
"2019/01/10 5:18:25 PM EST","5","2","-88","268","1","15","32","-80","-20","51","-80","268","49","male","PhD or other advanced professional degree"
"2019/01/10 5:18:30 PM EST","3","6","-78","74","1","32","33","-59","32","98","-56","342","30","F","PhD or other advanced professional degree"
"2019/01/10 5:27:34 PM EST","10","6","-88","32","1","15","32","-84","15","52","-52","302","25","Male","4-year college degree (Bachelor's)"
"2019/01/10 5:27:50 PM EST","7","8","-88","15","1","15","23","-75","-20","50","-52","300","62","Male","PhD or other advanced professional degree"
"2019/01/10 5:39:53 PM EST","1","8","25","","1","15","15","-88","-18","88","32","25","43","Male","Master's degree"
"2019/01/10 5:46:00 PM EST","7","6","-84","302","1","23","32","-52","-82","50","33","302","42","male","Master's degree"
"2019/01/10 5:47:27 PM EST","7","7","-87","13","1","15","32","30","-30","80","-25","302","","","PhD or other advanced professional degree"
"2019/01/10 5:54:18 PM EST","6","3","-70","40","1","15","30","-70","-30","55","-60","300","25","M","Master's degree"
"2019/01/10 5:55:41 PM EST","7","5","-82","-30","1","15","30","-82","-20","55","-60","30","32","None","4-year college degree (Bachelor's)"
"2019/01/10 6:12:47 PM EST","7","10","-84","4","1","56","21","-60","-30","56","0","40","28","male","4-year college degree (Bachelor's)"
"2019/01/10 6:14:14 PM EST","7","6","-88","25","30","15","32","-84","-27","58","-52","302","35","Female","4-year college degree (Bachelor's)"
"2019/01/10 6:17:10 PM EST","8","7","-60","80","25","18","20","-88","-20","30","-50","302","47","Male","4-year college degree (Bachelor's)"
"2019/01/10 6:20:43 PM EST","8","6","-88","53","1","15","32","-88","33","52","-51","300","20","Male","High school/Secondary school/GED"
"2019/01/10 6:25:25 PM EST","9","4","-82","25","1","15","25","-82","-40","54","-80","302","33","Make","Master's degree"
"2019/01/10 6:28:52 PM EST","6","4","-85","30","1","5","32","-80","-30","60","-50","300","37","male","2-year college degree (Associate's)"
"2019/01/10 6:33:04 PM EST","5","2","-40","25","1","15","51","-50","-20","56","-51","302","30","Questioning","High school/Secondary school/GED"
"2019/01/10 6:35:17 PM EST","8","7","-60","60","1","10","20","-70","-40","56","-50","60","22","Female","4-year college degree (Bachelor's)"
"2019/01/10 6:37:04 PM EST","8","9","-70","32","11","15","14","-84","-84","56","-51","342","52","Female","PhD or other advanced professional degree"
"2019/01/10 6:45:02 PM EST","7","8","-95","30","1","15","35","-90","-80","55","-55","300","24","","Master's degree"
"2019/01/10 6:45:54 PM EST","10","3","-20","-20","1","15","30","-80","-20","50","-25","-20","42","Male","High school/Secondary school/GED"
"2019/01/10 6:54:11 PM EST","8","3","-88","70","1","15","21","-62","-50","55","-80","302","20","Male","High school/Secondary school/GED"
"2019/01/10 6:54:29 PM EST","8","10","-88","100","1","30","30","-300","-40","80","-88","350","40","Male","4-year college degree (Bachelor's)"
"2019/01/10 6:58:18 PM EST","6","3","-50","56","1","12","20","-36","25","56","35","300","35","M","4-year college degree (Bachelor's)"
"2019/01/10 7:03:17 PM EST","6","8","-80","30","1","16","30","-88","-25","56","-50","302","26","male","4-year college degree (Bachelor's)"
"2019/01/10 7:06:14 PM EST","7","8","-60","184","5","15","30","-60","-55","55","-55","80","25","male","4-year college degree (Bachelor's)"
"2019/01/10 7:06:57 PM EST","9","5","-200","300","1","15","45","-40","30","56","-40","+250","54","female","PhD or other advanced professional degree"
"2019/01/10 7:09:17 PM EST","8","7","-50","30","1","15","30","-80","-30","56","-50","300","22","male","4-year college degree (Bachelor's)"
"2019/01/10 7:31:29 PM EST","8","4","-30","60","2","10","15","-88","10","51","-50","300","52","Male","PhD or other advanced professional degree"
"2019/01/10 7:46:28 PM EST","3","7","-60","36","1","15","32","-80","23","53","-67","302","23","female","Master's degree"
"2019/01/10 8:08:30 PM EST","4","5","-80","30","1","10","4","-85","-30","58","-30","350","35","Male","PhD or other advanced professional degree"
"2019/01/10 8:35:45 PM EST","3","7","-150","300","1","15","10","-150","-33","88","-15","300","26","Male","4-year college degree (Bachelor's)"
"2019/01/10 8:36:38 PM EST","6","4","-85","30","1","15","32","-88","-65","56","-51","302","42","Male","4-year college degree (Bachelor's)"
"2019/01/10 8:37:37 PM EST","9","9","-88","21","1","13","13","-90","-80","52","-50","300","24","male","4-year college degree (Bachelor's)"
"2019/01/10 8:39:56 PM EST","7","3","-80","80","20","15","30","33","-33","56","-80","300","35","Male","Master's degree"
"2019/01/10 8:40:07 PM EST","10","8","-84","33","34","25","32","-34","-33","23","-42","78","40","Male","Grade school/Primary school"
"2019/01/10 8:40:49 PM EST","8","4","-88","60","1","15","32","-88","-33","56","-50","309","35","Male","PhD or other advanced professional degree"
"2019/01/10 8:59:27 PM EST","9","3","60","30","1","15","10","80","30","56","30","300","35","","Master's degree"
"2019/01/10 9:01:20 PM EST","8","2","-92","30","0.71","15","32","-88","-32","55","-70","300","30","Male","Grade school/Primary school"
"2019/01/10 9:04:05 PM EST","6","5","-80","55","1","","32","-60","-20","55","-40","60","","",""
"2019/01/10 9:04:31 PM EST","7","3","-88","36","1","45","33","40","5","54","50","302","55","","Master's degree"
"2019/01/10 9:10:46 PM EST","8","6","-88","15","1","18","33","-81","15","56","-50","302","32","Male","PhD or other advanced professional degree"
"2019/01/10 9:11:29 PM EST","8","10","-88","26","1","15","32","-56","-33","56","-43","302","24","female","4-year college degree (Bachelor's)"
"2019/01/10 9:11:38 PM EST","9","5","-55","-18","1","10","23","-83","-33","56","42","-42","50","M","Master's degree"
"2019/01/10 9:11:51 PM EST","7","8","-87","26","1.6","23","32","-84","-18","55","-53","302","16","non-binary","High school/Secondary school/GED"
"2019/01/10 9:14:14 PM EST","10","6","-30","20","1","15","32","-80","-30","56","-51","300","","",""
"2019/01/10 9:18:19 PM EST","5","8","-70","-10","1","15","20","-85","-30","54","-41","+200","15","male","High school/Secondary school/GED"
"2019/01/10 9:19:34 PM EST","8","8","-88","25",".7","25","33","84","18","56","25","45","24","Male","2-year college degree (Associate's)"
"2019/01/10 9:26:07 PM EST","7","8","80","-20","1","15","33","-30","-10","50","32","-15","27","Female","Master's degree"
"2019/01/10 9:36:42 PM EST","10","5","-86","+25","1","15","33","-90","-25","56","-25","+300","30","Male","PhD or other advanced professional degree"
"2019/01/10 9:37:42 PM EST","7","8","-87","25","3","15","32","-86","-70","56","-56","302","","Male","High school/Secondary school/GED"
"2019/01/10 9:45:11 PM EST","10","2","-60","-60","6","10","50","-80","20","50","-70","-60","34","Male","PhD or other advanced professional degree"
"2019/01/10 9:47:04 PM EST","6","5","-88","25","1","15","32","-84","-40","60","-40","45","34","M","Master's degree"
"2019/01/10 9:49:00 PM EST","6","6","-60","30","1","18","25","-60","-30","50","-20","300","22","m","High school/Secondary school/GED"
"2019/01/10 9:53:43 PM EST","7","8","-83","20","1","32","32","","-71","56","20","25","21","A friggin' macho male <3","4-year college degree (Bachelor's)"
"2019/01/10 10:02:19 PM EST","10","6","-88","-30","1","15","35","-80","-30","65","-51","300","","male","Master's degree"
"2019/01/10 10:05:45 PM EST","8","6","-80","70","1","15","35","-80","20","56","-35","60","34","Female","Master's degree"
"2019/01/10 10:13:52 PM EST","6","5","-88","60",".7","31","44","-85","-35","56","-33","300","22","Male ","High school/Secondary school/GED"
"2019/01/10 10:17:57 PM EST","7","6","-83","30","1","15","15","-83","-70","55","-70","703","15","Female","Grade school/Primary school"
"2019/01/10 10:24:42 PM EST","9","3","-78","33","1","15","45","-86","-33","38","-60","50","17","","High school/Secondary school/GED"
"2019/01/10 10:28:59 PM EST","9","7","-50","200","1","15","50","-85","-50","50","-20","200","26","male","4-year college degree (Bachelor's)"
"2019/01/10 10:32:03 PM EST","6","2","-70","15","1","12","32","-86","-33","52","-50","302","39","male","Master's degree"
"2019/01/10 10:37:51 PM EST","9","7","-30","10","1","15","25","-80","-33","56","-25","50","30","F","4-year college degree (Bachelor's)"
"2019/01/10 10:42:40 PM EST","8","8","-86","26","1","15","30","-86","-56","56","-20","86","20","Male/Man","4-year college degree (Bachelor's)"
"2019/01/10 10:52:29 PM EST","10","3","-16","25","1","16","17","-86","-18","56","-56","258","19","Male","4-year college degree (Bachelor's)"
"2019/01/10 11:07:31 PM EST","8","8","-80","25","1","15","30","-84","15","55","30","302","26","Men","4-year college degree (Bachelor's)"
"2019/01/10 11:23:23 PM EST","6","7","-79","24","1","15","32","-50","-20","58","-50","50","36","Female","PhD or other advanced professional degree"
"2019/01/10 11:29:53 PM EST","7","7","-30","-25","2","26","25","-84","22","52","-20","302","21","Male","4-year college degree (Bachelor's)"
"2019/01/10 11:38:33 PM EST","6","7","-80","80","1","15","30","-84","-30","56","-60","302","18","male","High school/Secondary school/GED"
"2019/01/10 11:41:29 PM EST","2","4","+20","+34",".1","25","35","+45","-34","30","40","+23","20","genderfluid","4-year college degree (Bachelor's)"
"2019/01/10 11:42:07 PM EST","7","4","-80","35","11","15","32","-80","20","55","-60","300","62","M","Master's degree"
"2019/01/10 11:57:50 PM EST","9","5","-88","35","1","12","33","-84","33","57","-46","309","57","male","4-year college degree (Bachelor's)"
"2019/01/11 12:16:43 AM EST","6","5","-80","+50","1","16","36","-80","-11","56","-32","+300","","",""
"2019/01/11 12:17:42 AM EST","5","5","-88","30","1","20","60","-50","-75","60","-60","315","21","male","High school/Secondary school/GED"
"2019/01/11 12:18:31 AM EST","8","4","-90","-25","2","15","32","-40","-38","58","-51","-50","25","M","4-year college degree (Bachelor's)"
"2019/01/11 12:32:38 AM EST","6","8","-81","300","1","15","30","-25","-30","56","15","300","23","female","None / Don't know / Rather not say"
"2019/01/11 12:38:11 AM EST","10","7","-85","302",".5","15","35","-80","-32","56","-25","302","33","Male","4-year college degree (Bachelor's)"
"2019/01/11 12:57:43 AM EST","7","3","-84","25","1","16","16","-84","-33","56","-51","302","34","Male","Master's degree"
"2019/01/11 12:59:37 AM EST","8","7","-40","-10","1","15","32","88","-30","50","-30","302","20","Female","High school/Secondary school/GED"
"2019/01/11 1:32:30 AM EST","8","8","86","35","1","7","15","-84","-34","54","25","300","24","female","4-year college degree (Bachelor's)"
"2019/01/11 1:33:38 AM EST","8","8","-20","30","5","20","5","-20","-60","50","-60","310","23","non binary","Grade school/Primary school"
"2019/01/11 1:39:51 AM EST","8","7","-80","50","1","15","38","-81","10","56","","300","45","Male","PhD or other advanced professional degree"
"2019/01/11 1:43:18 AM EST","7","4","-67","322","20","10","60","-48","-20","10","-34","322","42","Male","4-year college degree (Bachelor's)"
"2019/01/11 1:43:48 AM EST","8","8","-68","24","1","22","35","-84","-33","56","-54","302","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 1:53:44 AM EST","2","5","-60","20","1","15","32","-20","-15","56","-50","302","29","Female ","None / Don't know / Rather not say"
"2019/01/11 1:56:58 AM EST","9","3","-50","30","1","10","50","30","-30","60","-40","150","15","Male","Grade school/Primary school"
"2019/01/11 2:04:17 AM EST","10","7","-88","300","1","15","30","-83","-20","59","-51","300","50","Female","4-year college degree (Bachelor's)"
"2019/01/11 2:08:15 AM EST","6","6","-80","50","1","10","5","-80","-50","56","-50","300","41","female","PhD or other advanced professional degree"
"2019/01/11 2:12:18 AM EST","5","3","-84","16","1","14","32","-84","40","56","-26","319","","","Master's degree"
"2019/01/11 2:13:37 AM EST","8","10","-80","50","1","15","32","-80","-15","65","-50","80","17","Female","High school/Secondary school/GED"
"2019/01/11 2:51:05 AM EST","5","6","-90","30","25","15","56","-90","-50","56","-50","302","24","M","Master's degree"
"2019/01/11 3:10:35 AM EST","5","5","-84","30","1","15","15","-15","-80","54","-50","340","29","Male","Master's degree"
"2019/01/11 3:12:51 AM EST","7","3","-50","20","1","30","32","-80","10","50","-50","380","27","male","Master's degree"
"2019/01/11 3:22:02 AM EST","8","6","","","","","","","","","","","","",""
"2019/01/11 3:38:58 AM EST","5","3","-88","300","1","15","33","-88","-33","60","-33","-84","30","","Master's degree"
"2019/01/11 3:39:17 AM EST","8","6","-88","-30","1","15","16","-80","-40","40","-60","304","18","Male","High school/Secondary school/GED"
"2019/01/11 3:54:20 AM EST","7","5","-80","15","1","15","25","-85","18","56","-51","302","28","male","Master's degree"
"2019/01/11 4:07:30 AM EST","8","3","-56","30","1","15","32","-84","-30","56","-50","302","29","male","Master's degree"
"2019/01/11 4:11:33 AM EST","7","8","-88","30","1","15","30","-21","-24","56","-56","304","22","Male","Master's degree"
"2019/01/11 4:17:47 AM EST","6","6","-90","15","1","20","30","-85","-24","55","-60","305","28","Male","4-year college degree (Bachelor's)"
"2019/01/11 4:38:07 AM EST","7","9","-88","30","2","23","30","-60","-80","56","-60","300","26","female","Master's degree"
"2019/01/11 4:49:40 AM EST","9","2","-80","80","1","15","36","-80","-50","55","-50","300","38","Male","4-year college degree (Bachelor's)"
"2019/01/11 4:52:05 AM EST","6","7","-80","300","25","25","25","-82","-30","80","-52","60","30","male","Master's degree"
"2019/01/11 5:04:49 AM EST","6","3","-88","17","1","15","36","-67","0","56","-33","300","37","Questioning","4-year college degree (Bachelor's)"
"2019/01/11 5:06:16 AM EST","9","6","-50","70","-1","20","32","-20","-36","56","-56","326","35","Male","4-year college degree (Bachelor's)"
"2019/01/11 5:19:32 AM EST","7","7","-40","30","1","15","30","-80","-50","40","-60","300","37","Male","4-year college degree (Bachelor's)"
"2019/01/11 5:42:44 AM EST","5","6","-56","-34","1","16","32","-88","-33","56","-51","-40","46","Female","PhD or other advanced professional degree"
"2019/01/11 5:50:04 AM EST","7","4","-80","-40","1","30","33","-80","-20","55","-50","300","22","female","High school/Secondary school/GED"
"2019/01/11 5:52:27 AM EST","4","8","-88","25","35","32","32","-50","-33","58","-24","36","","Male",""
"2019/01/11 5:56:05 AM EST","9","8","-56","","1","12","6","-36","-36","48","-29","306","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 6:10:36 AM EST","8","9","-80","280","1","15","30","-60","-50","50","-30","50","25","male","4-year college degree (Bachelor's)"
"2019/01/11 6:12:28 AM EST","9","8","-80","50","1","20","30","-50","-30","56","-50","","","mal","Master's degree"
"2019/01/11 6:12:31 AM EST","7","3","-60","26","1","20","32","-68","-26","62","-50","15","28","male","4-year college degree (Bachelor's)"
"2019/01/11 6:14:51 AM EST","6","4","-81","-80","1","15","32","-84","-32","55.6","-51","302","22","Male","High school/Secondary school/GED"
"2019/01/11 6:23:30 AM EST","8","4","-80","200","1","15","15","-85","-30","60","-60","300","36","Male","PhD or other advanced professional degree"
"2019/01/11 6:40:27 AM EST","9","3","-88","25","1","15","33","-88","-20","50","-60","300","44","male","2-year college degree (Associate's)"
"2019/01/11 6:45:18 AM EST","6","4","-88","-30","1","15","21","-81","-32","59","-50","302","32","Male","4-year college degree (Bachelor's)"
"2019/01/11 6:45:56 AM EST","4","7","","","1","15","60","-88","-32","58","-25","64","31","male","High school/Secondary school/GED"
"2019/01/11 6:55:20 AM EST","8","6","-33","25","1","15","30","-86","-40","56","-47","302","22","Male","High school/Secondary school/GED"
"2019/01/11 7:11:19 AM EST","7","7","-88","15","1","15","31","-88","-30","56","-88","302","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 7:54:38 AM EST","6","7","-80","20","1","15","25","-85","-15","50","-30","300","48","Male","Master's degree"
"2019/01/11 8:19:12 AM EST","10","10","-90","300","1","15","32","","-30","55","-50","30","22","Male","2-year college degree (Associate's)"
"2019/01/11 8:21:43 AM EST","7","9","-66","28","1","14","28","-60","-62","46","-45","302","20","Male","2-year college degree (Associate's)"
"2019/01/11 9:25:39 AM EST","4","7","-200","20","1","15","15","-20","-33","53","-20","300","31","male","4-year college degree (Bachelor's)"
"2019/01/11 9:25:57 AM EST","7","6","","","","","","","","","","","","",""
"2019/01/11 9:34:35 AM EST","7","3","-70","50","1","15","40","-50","-15","56","-50","300","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 9:45:59 AM EST","7","8","-25","83","1","15","53","-88","40","56","51","300","45","male","PhD or other advanced professional degree"
"2019/01/11 9:48:04 AM EST","7","5","-70","20","1","20","20","-80","-20","55","-50","300","22","Cis Male","4-year college degree (Bachelor's)"
"2019/01/11 9:50:59 AM EST","8","7","-40","40","1","20","5","-30","-30","56","-50","30","","","Grade school/Primary school"
"2019/01/11 9:55:01 AM EST","8","4","85","25","1","20","25","-67","-33","56","-30","300","41","M","Master's degree"
"2019/01/11 10:00:16 AM EST","9","6","-86","300","1","20","32","-50","50","56","-30","50","32","Male","Master's degree"
"2019/01/11 10:05:44 AM EST","9","5","-70","10","1","5","30","-70","-20","59","-30","300","80","female","4-year college degree (Bachelor's)"
"2019/01/11 10:13:02 AM EST","3","4","-30","33","2","20","26","-88","-44","56","-50","88","65","Male","PhD or other advanced professional degree"
"2019/01/11 10:34:34 AM EST","7","6","-82","25","1","15","33","-75","-20","55","-30","300","30","M","Master's degree"
"2019/01/11 10:58:17 AM EST","10","7","-33","25","1","15","33","-46","-1","55","-33","300","26","Female","4-year college degree (Bachelor's)"
"2019/01/11 11:13:04 AM EST","8","8","-88","80","1","20","36","-90","-50","56","-55","306","25","Male","Master's degree"
"2019/01/11 11:15:14 AM EST","5","7","-83","70","1","13","25","-84","-90","50","-53","300","15","Male","High school/Secondary school/GED"
"2019/01/11 11:17:33 AM EST","10","4","-88","160","1","15","33","-88","-40","55","-52","300","27","male","4-year college degree (Bachelor's)"
"2019/01/11 11:28:18 AM EST","8","8","-66","10","1","12","33","-70","0","56","-50","300","38","Male","Master's degree"
"2019/01/11 11:53:13 AM EST","8","9","-83","60","1","15","30","-84","-65","45","-15","302","23","NB","High school/Secondary school/GED"
"2019/01/11 12:03:55 PM EST","6","6","-88","35","1","20","32","-50","-33","55","12","322","37","male","4-year college degree (Bachelor's)"
"2019/01/11 12:13:40 PM EST","9","6","-75","30","2","2","25","-80","-15","56","-40","300","50","male","None / Don't know / Rather not say"
"2019/01/11 12:28:36 PM EST","5","4","80","80","1","25","33","-80","0","50","50","300","57","Male","PhD or other advanced professional degree"
"2019/01/11 12:42:03 PM EST","9","3","-80","51","1","15","30","-80","-32","56","-60","310","30","male","4-year college degree (Bachelor's)"
"2019/01/11 12:53:03 PM EST","8","7","-90","50","1","15","32","-88","-33","51","-50","302","30","M","Master's degree"
"2019/01/11 12:57:21 PM EST","7","6","-88","300","1","40","50","33","","55","-88","800","44","M","Master's degree"
"2019/01/11 12:58:25 PM EST","7","4","-50","20","1","15","40","-88","-33","55","-70","302","25","Male","4-year college degree (Bachelor's)"
"2019/01/11 1:01:36 PM EST","8","8","-88","310","1","23","42","-84","-15","53","34","305","68","Male","4-year college degree (Bachelor's)"
"2019/01/11 1:05:04 PM EST","10","8","-90","300","1","13","30","-80","-30","50","-50","300","33","Male","Master's degree"
"2019/01/11 1:05:10 PM EST","7","9","-88","50","1","15","32","-88","-30","56","-50","300","23","woman, suuuppper trans and kinda an enby","High school/Secondary school/GED"
"2019/01/11 1:10:04 PM EST","8","4","-80","25","1","15","40","-80","-50","55","-50","302","35","male","PhD or other advanced professional degree"
"2019/01/11 1:18:22 PM EST","8","5","-88","25","1","15","40","-44","-10","60","51","+302","45","Male","PhD or other advanced professional degree"
"2019/01/11 1:30:25 PM EST","10","8","-88","","1","15","32","-88","-28","58","-33","302","33","""they"" say male","Master's degree"
"2019/01/11 1:31:31 PM EST","7","5","-85","25","1","15","35","-85","-35","56","-51","200","41","Male","Master's degree"
"2019/01/11 1:37:43 PM EST","8","2","-88","25","1","15","32","-84","-25","56","-50","302","28","m","High school/Secondary school/GED"
"2019/01/11 1:49:58 PM EST","6","4","-80","32","1","10","32","-80","-62","56","-50","320","32","male","Master's degree"
"2019/01/11 2:03:32 PM EST","10","10","","","","","","","","","","","","",""
"2019/01/11 2:06:33 PM EST","10","8","-50","0","1","10","30","-84","-30","50","-40","300","31","femme","PhD or other advanced professional degree"
"2019/01/11 2:18:46 PM EST","7","7","-51","33","1","33","32","-51","-23","56","-43","302","30","m","4-year college degree (Bachelor's)"
"2019/01/11 2:22:11 PM EST","7","7","-88","50","1","20","30","-84","20","60","-50","300","28","male","Master's degree"
"2019/01/11 2:43:55 PM EST","8","5","-88","301","1","15","32","-84","-33","56","-52","301","37","Female","PhD or other advanced professional degree"
"2019/01/11 3:22:57 PM EST","5","8","-84","15","1","15","32","-20","-40","56","-50","302","","",""
"2019/01/11 4:08:52 PM EST","7","4","-70","30","1","28","40","-80","-10","55","-51","35","23","Male","4-year college degree (Bachelor's)"
"2019/01/11 4:11:25 PM EST","7","9","-80","50","1","30","32","-80","-32","56","-55","320","23","Male","High school/Secondary school/GED"
"2019/01/11 4:29:22 PM EST","7","4","-82","80","1","15","32","-84","-30","56","-51","302","19","Male","High school/Secondary school/GED"
"2019/01/11 4:31:26 PM EST","8","8","-50","30","1","15","35","-86","-23","75","-50","300","19","Male","4-year college degree (Bachelor's)"
"2019/01/11 4:31:33 PM EST","6","7","-80","25","2","15","1","-80","-50","56","-50","303","45","male","PhD or other advanced professional degree"
"2019/01/11 5:18:22 PM EST","8","3","-80","+40","1","15","50","-88","+15","55","-51","-60","23","male","4-year college degree (Bachelor's)"
"2019/01/11 5:35:16 PM EST","9","4","-40","33","1","15","33","87","15","57","-51","-27","36","Male","4-year college degree (Bachelor's)"
"2019/01/11 6:14:51 PM EST","4","6","-88","15","1","13","30","-60","-30","56","-45","15","25","Male","4-year college degree (Bachelor's)"
"2019/01/11 6:40:16 PM EST","9","4","-88","35","1","25","33","-70","14","45","-35","302","32","Male","Master's degree"
"2019/01/11 7:38:10 PM EST","8","4","-88","21","1","30","35","-60","-35","56","-56","320","24","Female","4-year college degree (Bachelor's)"
"2019/01/11 9:48:09 PM EST","2","7","-84","302","1","15","32","-84","-10","60","-51","302","40","Female","PhD or other advanced professional degree"
"2019/01/11 10:05:50 PM EST","8","6","-80","300","1","20","35","-80","-20","56","-50","300","29","Male","4-year college degree (Bachelor's)"
"2019/01/11 11:37:42 PM EST","8","7","-70","50","1","20","10","-88","-50","40","30","300","33","Male","Master's degree"
"2019/01/11 11:38:03 PM EST","7","6","-80","150","14","14","1","-85","-80","44","-30","325","19","","High school/Secondary school/GED"
"2019/01/12 12:22:14 AM EST","8","8","-82","25","1","15","32","-84","20","65","-53","302","19","male","High school/Secondary school/GED"
"2019/01/12 12:34:24 AM EST","10","1","-80","300","1","15","25","-80","15","55","-51","30","35","F","PhD or other advanced professional degree"
"2019/01/12 12:44:07 AM EST","10","7","-88","25","1","15","32","-88","-46","55","-25","25","17","Nonbinary","High school/Secondary school/GED"
"2019/01/12 1:09:03 AM EST","8","3","-88","50","1","20","30","80","-10","56","-56","200","29","Male","Master's degree"
"2019/01/12 1:33:39 AM EST","9","8","65","25","1","10","55","-60","-40","65","32","300","29","Male","Grade school/Primary school"
